sentiment,long_comment
1,"your shipping dept discourages me from ever ordering a product through house store again.  i have spent a tremendous amount of money with house store over the years operating my remodeling company.  this experience is one of the worst i have ever experienced.  tracking the progress through estes, i asked them why it is taking so long.  the response was filled with attitude and blame towards house store's scheduling.  this is not good business.  i will shop at lowe's more often now."
1,"ship date has changed three times, it keeps getting farther away."
1,"sucks, i made this order about two weeks ago and the order keeps moving. i called house depo . com and tried to move the ship to address and they said no, it was shipped. i have not reiceved a text message update. last time i will ever order something from house depo. "
1,still not receive product
0,everything went well.
1,"i waited all day and finally call to see why they didn't call me that they were delivering they said they called my house number they have on file. that phone never rang but once today, my husband even took a half of day off work. this is a birthday gift for my 3 year old on march 14 and now they don't even know if they can get it back out to me tomorrow . the driver never called my house number if he did then it showed up on caller id and a telemarketer. i hope they deliver this by sat. please "
0,"i thought the safe was being delivered to my house. email, through web based help, went unanswered. unclear on the shipping process, a thief could have intercepted my safe for all i know! lady called from shipping( i guess), now coming on monday when website said today, friday. got burned relying on the website. "
1,"i am not sure how house store chooses the companies to deliver large orders like bathtubs, but this experience with estes was terrible.  they called to tell me of delivery date and time, they never showed up or called and then seemed confused when i called to inquire.  they blamed the weather but could not call to let me know delivery was delayed.   i would not recommend them to anyone!   when i buy something from house store,  i expect the customer svc to be high & it wasn't. "
1,tracking number is invalid and my order has been delayed by 13 days.
1,i was to have received a text or call when shipment was going to be delivered of course no one called or texted me. even had someone call me the day before to tell me that i would receive a phone call with a 4 hour window on delivery time.
1,i was given a 4 he window for delivery. driver never contacted me to ensure i was house to recieve product
1,"very slow delivery, suppose to recieved the package yesterday but see no movement at all"
